opinions,id,text,model_pred
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1035,LOCATION1 is a notoriously rough area,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",98,LOCATION1 is a ordinary sort of suburban area about 10 miles from Central London with many commuters living in it,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1338,LOCATION1 is a posh place but LOCATION2 is nice also ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1338,LOCATION1 is a posh place but LOCATION2 is nice also ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",815,"LOCATION1 is a pretty dingy area , and I wouldnt live there unless I really had to",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1194,"LOCATION1 is a rather bland , non-descript place",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",611,LOCATION1 is a s  t hole stay clear unless your a drug dealer or addict I moved from there only 9 months ago and never looked back,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1133,"LOCATION1 is a safe , residential and for the most part , a middle class area",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",707,LOCATION1 is a safe middle class area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",956,"LOCATION1 is a suburb of LOCATION2 really , but its terrible",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",108,"LOCATION1 is a very chilled place, much better to go out there than in LOCATION2 ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",521,LOCATION1 is a very modern featureless upmarket development interspersed with run down areas and is not a great place to live,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",106,"LOCATION1 is a very nice and safe area with hostels , it is about ten miles from the centre but the train can take you in in twenty minutes Well Jessy , it seems interesting to me that you 're willing to leave what you kept insisting is the best place in the world",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",106,"LOCATION1 is a very nice and safe area with hostels , it is about ten miles from the centre but the train can take you in in twenty minutes Well Jessy , it seems interesting to me that you 're willing to leave what you kept insisting is the best place in the world",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",106,"LOCATION1 is a very nice and safe area with hostels , it is about ten miles from the centre but the train can take you in in twenty minutes Well Jessy , it seems interesting to me that you 're willing to leave what you kept insisting is the best place in the world",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",474,"LOCATION1 is a very wealthy area in Central London , but regardless of that , its a residential area nontheless , so you will get quite a few quiet roads ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",474,"LOCATION1 is a very wealthy area in Central London , but regardless of that , its a residential area nontheless , so you will get quite a few quiet roads ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1099,LOCATION1 is also a beautiful location ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1131,LOCATION1 is also close to the A12 and M11 and A406 if you want to get out of London quickly on the weekend,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",627,LOCATION1 is an armpit full of chavs,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1032,"LOCATION1 is an enormous area with all sorts of areas within it , some very luxurious and expensive ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",212,LOCATION1 is an interesting area especially near Camden Town Lock,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",271,LOCATION1 is an up and coming area  plus a lot of late night clubs appearing in that area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",865,"LOCATION1 is another good place to go to , it is always really busy , has a good selection of alternative shops , and everyone is always friendly there",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",869,"LOCATION1 is beautiful , lots of parks n green around there",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",126,LOCATION1 is beautiful EDIT : SS has a valid point,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",464,"LOCATION1 is beautiful but in central London and in an area surrounded by lots of embassies , so has a more international feel to it",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",358,LOCATION1 is becoming a ghetto now  ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",225,LOCATION1 is better though I guess you mean the LOCATION1 area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1326,LOCATION1 is close to LOCATION2 which is always busy and has supermarkets and everything else you would need,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1007,"LOCATION1 is considered one of the best areas of London, but with that salary you can afford it",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",840,LOCATION1 is cool,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",578,LOCATION1 is delightful,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",718,"LOCATION1 is directly linked to LOCATION1 by the DLR, which takes about 10 minutes",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",527,LOCATION1 is dull I am looking to move to London soon but do not really know it that well,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",897,"LOCATION1 is fashionable so it is more expensive than for instance LOCATION2  north,north west,central ,west tend to be more expensive yes",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1020,LOCATION1 is full of gangs,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",356,"LOCATION1 is generally a cheap place to live in London , and its as safe as the rest of London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",356,"LOCATION1 is generally a cheap place to live in London , and its as safe as the rest of London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",73,"LOCATION1 is generally considered the nicest, cleanest and safest part  s",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",73,"LOCATION1 is generally considered the nicest, cleanest and safest part  s",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",60,LOCATION1 is good and very close alas almost as expensive,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",60,LOCATION1 is good and very close alas almost as expensive,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",60,LOCATION1 is good and very close alas almost as expensive,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1193,"LOCATION1 is great , too",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1498,LOCATION1 is great Tube/overground/THE COMMONS I have lived in LOCATION2 for 25 years and it's now one the most safest places to live,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",1498,LOCATION1 is great Tube/overground/THE COMMONS I have lived in LOCATION2 for 25 years and it's now one the most safest places to live,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1170,LOCATION1 is great for a day out,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1122,LOCATION1 is great for getting into the London ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",484,"LOCATION1 is in West London, with really good transport links to the centre",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",547,LOCATION1 is inexpensive and has good shopping and the restaurant quarter,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1071,LOCATION1 is inexpensive and has tube stations too,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1071,LOCATION1 is inexpensive and has tube stations too,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",362,LOCATION1 is just a tourist hole ; avoid at all costs,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",56,LOCATION1 is just heaven ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1281,LOCATION1 is looking a bit tatty these days as is LOCATION2,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1281,LOCATION1 is looking a bit tatty these days as is LOCATION2,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",259,"LOCATION1 is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",259,"LOCATION1 is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",618,LOCATION1 is marvellous,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1160,LOCATION1 is meant to be fairly affordable and has good areas,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1160,LOCATION1 is meant to be fairly affordable and has good areas,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1256,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1256,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",959,LOCATION1 is more better,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",359,LOCATION1 is more leafy and near LOCATION2 - quite nice ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",359,LOCATION1 is more leafy and near LOCATION2 - quite nice ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",836,LOCATION1 is my favourite as it is kind of arty,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",398,LOCATION1 is n't bad,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",103,LOCATION1 is n't great,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",281,"LOCATION1 is n't the best place to live , I use to work there LOCATION1 is not a very good place ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",409,LOCATION1 is nearer London and cheaper though not as nice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",409,LOCATION1 is nearer London and cheaper though not as nice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",409,LOCATION1 is nearer London and cheaper though not as nice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",198,LOCATION1 is nice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",745,"LOCATION1 is nice , but it 's not cheap",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",745,"LOCATION1 is nice , but it 's not cheap",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",661,LOCATION1 is nice and not too far from your uni,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",427,LOCATION1 is nice but you might find property a bit more expensive,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",427,LOCATION1 is nice but you might find property a bit more expensive,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",572,LOCATION1 is nice but youd need to look around for a decent priced place to live Wherever they can afford to,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",299,LOCATION1 is nice too ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",660,"LOCATION1 is nice too, but poorly serviced by public transport",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",660,"LOCATION1 is nice too, but poorly serviced by public transport",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",670,"LOCATION1 is nicer , I think , despite it 's reputation",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1223,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",50,"LOCATION1 is not a `` London '' in itself , it is simply a town within the north-east surburbs of London ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1273,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",1273,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",139,LOCATION1 is not far,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",690,LOCATION1 is not far from LOCATION1 and is a much safer and more attractive area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",690,LOCATION1 is not far from LOCATION1 and is a much safer and more attractive area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",512,"LOCATION1 is not pretty, but you can't move there if you are not an EU citizen",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",109,"LOCATION1 is not the best shopping street in London, but there are good transport links to the rest of London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1433,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1433,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1433,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1214,"LOCATION1 is not very nice, with regards to the people, appearance, safety, and has poor connections",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1214,"LOCATION1 is not very nice, with regards to the people, appearance, safety, and has poor connections",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1214,"LOCATION1 is not very nice, with regards to the people, appearance, safety, and has poor connections",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",255,LOCATION1 is nothing special but like all of London it is expensive,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",770,LOCATION1 is now a thriving area and lots of money has been spent n regeneration,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1389,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1389,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1389,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1173,LOCATION1 is ok but aint that expensive well I dunno if your rich or not,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1173,LOCATION1 is ok but aint that expensive well I dunno if your rich or not,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",577,"LOCATION1 is on the London Underground, Piccadilly Line/Metropolitan Line",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",148,"LOCATION1 is on the up, with Westfield and the Olympic Park new to the area it has seen regeneration",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",448,"LOCATION1 is one of the cheaper areas as far as housing is concerned , It is a deprived area and high iLOCATION1",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",448,"LOCATION1 is one of the cheaper areas as far as housing is concerned , It is a deprived area and high iLOCATION1",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",448,"LOCATION1 is one of the cheaper areas as far as housing is concerned , It is a deprived area and high iLOCATION1",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",903,"LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",903,"LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",903,"LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",111,LOCATION1 is one of the nicest London Boroughs,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",487,LOCATION1 is over rated but nice,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1069,"LOCATION1 is pretty safe and family oriented , in the west of London and not as expensive as central London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1069,"LOCATION1 is pretty safe and family oriented , in the west of London and not as expensive as central London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",196,LOCATION1 is pricey,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",121,"LOCATION1 is pricey I 'm moving from London , UK to Toronto next year and would like to live in a comparable neighbourhood",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",39,LOCATION1 is pricey My friends and I want to live in London,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",914,LOCATION1 is quite an expensive area,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",929,LOCATION1 is quite exclusive but on the whole nah,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",26,LOCATION1 is quite expensive and as you hint at in your question has several parts - ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",217,"LOCATION1 is quite far up North and at the border, so that may be a pain location wise but it is  also a pleasant area",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1053,"LOCATION1 is quite nice ( very diverse though ) , but there are about 6 parks in the area , lots of things to do and has low crime rate",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1053,"LOCATION1 is quite nice ( very diverse though ) , but there are about 6 parks in the area , lots of things to do and has low crime rate",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",506,"LOCATION1 is quite nice , on the central line",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",506,"LOCATION1 is quite nice , on the central line",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",760,LOCATION1 is quite nice and quaint beleive it or not,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",462,LOCATION1 is quite up and coming ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1237,LOCATION1 is really nice - I live in LOCATION2,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1077,LOCATION1 is really nice if you can afford it,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1077,LOCATION1 is really nice if you can afford it,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1391,"LOCATION1 is really quite nice , LOCATION2 is really , really not",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1391,"LOCATION1 is really quite nice , LOCATION2 is really , really not",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",96,LOCATION1 is really rough,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",71,LOCATION1 is relatively well priced and is quite safe no problem there,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",71,LOCATION1 is relatively well priced and is quite safe no problem there,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",303,LOCATION1 is rough and quite nasty - I would not like to walk round there at night,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",141,LOCATION1 is rubbish at the mo because the Olympics are causing disruption already with loads of building work,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",688,"LOCATION1 is safe enough , unless you are in the habit of wandering around late at night",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",340,"LOCATION1 is supposed to be nice, I heard the traffic is murder though",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",340,"LOCATION1 is supposed to be nice, I heard the traffic is murder though",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",986,LOCATION1 is the best of the places you mention,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1255,LOCATION1 is the cheapest area to live in London as it is quite a dodgy area,[{'sentiment': 'Negative'}]
