opinions,id,text,model_pred
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1839,"LOCATION1 is a nice place to live in London , the rents are not that expensive and you can have access to cheap places to eat as well LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1839,"LOCATION1 is a nice place to live in London , the rents are not that expensive and you can have access to cheap places to eat as well LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",451,LOCATION1 is a nice town which is based in the far north west of London LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",451,LOCATION1 is a nice town which is based in the far north west of London LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2171,"LOCATION1 is a noisy area with lots of traffic , but is predominantly safe LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",2171,"LOCATION1 is a noisy area with lots of traffic , but is predominantly safe LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",2171,"LOCATION1 is a noisy area with lots of traffic , but is predominantly safe LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1311,LOCATION1 is a pleasant and safe area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1311,LOCATION1 is a pleasant and safe area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1033,"LOCATION1 is a pleasant enough suburb , but very quite and a fair distance to any large shopping area LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'shopping'}]",1033,"LOCATION1 is a pleasant enough suburb , but very quite and a fair distance to any large shopping area LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",144,"LOCATION1 is a pleasant place to live in London with nice shops , markets and good environment LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",144,"LOCATION1 is a pleasant place to live in London with nice shops , markets and good environment LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2348,LOCATION1 is a pretty decent area and links to LOCATION2 are excellent LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2348,LOCATION1 is a pretty decent area and links to LOCATION2 are excellent LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1127,"LOCATION1 is a pretty good place to live as it is close to a lot of public transportation , mainly tube and busses that will run through a lot of places in London LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1127,"LOCATION1 is a pretty good place to live as it is close to a lot of public transportation , mainly tube and busses that will run through a lot of places in London LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1083,LOCATION1 is a pretty nice area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'quiet'}]",2351,"LOCATION1 is a quiet , residential middle-class suburban area in south-west London LOCATION1",[{'aspect': 'quiet'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",2272,LOCATION1 is a really buzzing area despite peoples pre-conceptions of the area its really quite lively and friendly along the high street LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",360,LOCATION1 is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",360,LOCATION1 is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",360,LOCATION1 is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1489,"LOCATION1 is a rubbish dump , avoid at all costs LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",156,LOCATION1 is a trendy upmarket area famous for its markets and night life LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",156,LOCATION1 is a trendy upmarket area famous for its markets and night life LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",156,LOCATION1 is a trendy upmarket area famous for its markets and night life LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1585,"LOCATION1 is a very busy area and not the prettiest part of London , on the whole a fairly poor area LOCATION1",[{'aspect': 'quiet'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",1585,"LOCATION1 is a very busy area and not the prettiest part of London , on the whole a fairly poor area LOCATION1",[{'aspect': 'quiet'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1925,LOCATION1 is a very expensive area but there is a hostel next to the Natural History Museum LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1925,LOCATION1 is a very expensive area but there is a hostel next to the Natural History Museum LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1928,"LOCATION1 is a very large town , loads of good schools , good transport system , not a ancient as Guildford , but quite historic in it 's own way LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1353,LOCATION1 is a very low crime area as there is no council estate there LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1620,LOCATION1 is a very mixed area both racially and socially LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",1929,"LOCATION1 is a very nice area that 's near central London and a short tube ride ( or walk ) to restaurants , shopping , parks  LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1929,"LOCATION1 is a very nice area that 's near central London and a short tube ride ( or walk ) to restaurants , shopping , parks  LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",1929,"LOCATION1 is a very nice area that 's near central London and a short tube ride ( or walk ) to restaurants , shopping , parks  LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1929,"LOCATION1 is a very nice area that 's near central London and a short tube ride ( or walk ) to restaurants , shopping , parks  LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",562,LOCATION1 is a very nice place to visit - very heavy security so very safe LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",562,LOCATION1 is a very nice place to visit - very heavy security so very safe LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",252,LOCATION1 is a very pretty and safe place to live for the most part LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",252,LOCATION1 is a very pretty and safe place to live for the most part LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2081,LOCATION1 is about as cosmopolitan as it gets LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2445,LOCATION1 is about the most deprived area of London with a high crime rate and a huge drugs problem LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2445,LOCATION1 is about the most deprived area of London with a high crime rate and a huge drugs problem LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1219,LOCATION1 is absolutely beautiful LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2564,"LOCATION1 is all either very expensive or very rough  LOCATION2 would be a great spot, it is cheap but as mentioned it is quite dangerous LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2564,"LOCATION1 is all either very expensive or very rough  LOCATION2 would be a great spot, it is cheap but as mentioned it is quite dangerous LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2564,"LOCATION1 is all either very expensive or very rough  LOCATION2 would be a great spot, it is cheap but as mentioned it is quite dangerous LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2564,"LOCATION1 is all either very expensive or very rough  LOCATION2 would be a great spot, it is cheap but as mentioned it is quite dangerous LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2564,"LOCATION1 is all either very expensive or very rough  LOCATION2 would be a great spot, it is cheap but as mentioned it is quite dangerous LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1214,LOCATION1 is alright and nothing bad going to happen to you LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",773,LOCATION1 is also a good area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",636,LOCATION1 is also cheaper and you can take the train into LOCATION1  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",636,LOCATION1 is also cheaper and you can take the train into LOCATION1  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2022,LOCATION1 is also convenient for LOCATION2  as well as being close to the M25 to allow you access to the UK motorway network LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1200,LOCATION1 is also fun and full of young people but I do n't think you want to be in SW LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1951,"LOCATION1 is also home to the Portobello Road antique market , which has become a major London tourist attraction LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1951,"LOCATION1 is also home to the Portobello Road antique market , which has become a major London tourist attraction LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1904,LOCATION1 is also nice but has worse travel connections LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",1904,LOCATION1 is also nice but has worse travel connections LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1579,"LOCATION1 is also ok , as long as it 's south LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1877,LOCATION1 is also rather more cosmopolitan   LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",38,LOCATION1 is also slightly cheaper  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1692,LOCATION1 is also very affluent LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'multicultural'}]",1482,LOCATION1 is also very middle class and white LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",318,"LOCATION1 is also very nice , and the town centre is a bit quieter and less dirty than the LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'quiet'}]",318,"LOCATION1 is also very nice , and the town centre is a bit quieter and less dirty than the LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2165,LOCATION1 is an Lebanese/Arab ghetto  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2165,LOCATION1 is an Lebanese/Arab ghetto  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1538,LOCATION1 is an absolute toilet LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1110,LOCATION1 is an area on the rise LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1746,"LOCATION1 is an excellent place for commuters to live with a fast train service to London taking just 35 minutes, and the M25 just minutes away LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1746,"LOCATION1 is an excellent place for commuters to live with a fast train service to London taking just 35 minutes, and the M25 just minutes away LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",696,LOCATION1 is an ideal place to live if you want to get your head kicked in LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",696,LOCATION1 is an ideal place to live if you want to get your head kicked in LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",488,"LOCATION1 is an inner London area with a multi-cultural population and quite high unemployment and poverty rates ; in other words , it 's by no means an upmarket part of town It 's as safe as anywhere else , probably safer than some of the ` ghetto ' type areas of London ( and other cities ) LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",488,"LOCATION1 is an inner London area with a multi-cultural population and quite high unemployment and poverty rates ; in other words , it 's by no means an upmarket part of town It 's as safe as anywhere else , probably safer than some of the ` ghetto ' type areas of London ( and other cities ) LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",488,"LOCATION1 is an inner London area with a multi-cultural population and quite high unemployment and poverty rates ; in other words , it 's by no means an upmarket part of town It 's as safe as anywhere else , probably safer than some of the ` ghetto ' type areas of London ( and other cities ) LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1029,"LOCATION1 is an unfashionable postcode area , but the town is a nice place to live and the extensive suburbs provide much scope to find slightly affordable living space LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1029,"LOCATION1 is an unfashionable postcode area , but the town is a nice place to live and the extensive suburbs provide much scope to find slightly affordable living space LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1029,"LOCATION1 is an unfashionable postcode area , but the town is a nice place to live and the extensive suburbs provide much scope to find slightly affordable living space LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",347,"LOCATION1 is an up and coming place,quite expensive and is not in the rough part of the LOCATION2  LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",347,"LOCATION1 is an up and coming place,quite expensive and is not in the rough part of the LOCATION2  LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1011,LOCATION1 is an up-and-coming inner-London area with easy access to London and LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1011,LOCATION1 is an up-and-coming inner-London area with easy access to London and LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",601,LOCATION1 is an upmarket residential area and very cosmopolitan LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",601,LOCATION1 is an upmarket residential area and very cosmopolitan LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1593,LOCATION1 is another good area to visit LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",491,"LOCATION1 is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",491,"LOCATION1 is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",491,"LOCATION1 is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",491,"LOCATION1 is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",491,"LOCATION1 is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2121,LOCATION1 is another nice though expensive neighbourhood much like Rosedale LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2121,LOCATION1 is another nice though expensive neighbourhood much like Rosedale LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",534,"LOCATION1 is awesome , nice parks , pubs and plenty to do LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",534,"LOCATION1 is awesome , nice parks , pubs and plenty to do LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",534,"LOCATION1 is awesome , nice parks , pubs and plenty to do LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1126,LOCATION1 is beautiful LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2571,LOCATION1 is beautiful  I currently live just off LOCATION2 and I like it  LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2571,LOCATION1 is beautiful  I currently live just off LOCATION2 and I like it  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",535,"LOCATION1 is beautiful/trendy places to eat and drink , and the kind of area I like but at the minute the rent is extremely high LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",535,"LOCATION1 is beautiful/trendy places to eat and drink , and the kind of area I like but at the minute the rent is extremely high LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",535,"LOCATION1 is beautiful/trendy places to eat and drink , and the kind of area I like but at the minute the rent is extremely high LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1612,LOCATION1 is becoming more popular so isn't so cheap these days LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1612,LOCATION1 is becoming more popular so isn't so cheap these days LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1697,LOCATION1 is becoming very popular but you still have what you might class as unsafe areas LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1697,LOCATION1 is becoming very popular but you still have what you might class as unsafe areas LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1385,"LOCATION1 is better in the summer, as its more locals and londoners chilling out there~ LOCATION1 feels more touristy LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",299,LOCATION1 is better still LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2069,LOCATION1 is better that LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1673,"LOCATION1 is better though  and safe, as in low crime rates and such LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1673,"LOCATION1 is better though  and safe, as in low crime rates and such LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1544,"LOCATION1 is better when you need to get somewhere on the Northenr line, like the London LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1216,LOCATION1 is by far the most cosmopolitan with large immigrant populaces  LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1416,LOCATION1 is cheap because of all the council blocks  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2972,"LOCATION1 is cheap in places, as is LOCATION2  LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2972,"LOCATION1 is cheap in places, as is LOCATION2  LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1764,"LOCATION1 is close and accessible via victoria Line and London Overground , yet it is easy to find affordable property if you look well LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1764,"LOCATION1 is close and accessible via victoria Line and London Overground , yet it is easy to find affordable property if you look well LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1820,LOCATION1 is close and cheap and LOCATION1 or westminister south side LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1820,LOCATION1 is close and cheap and LOCATION1 or westminister south side LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1944,LOCATION1 is close to ( if not IN ) Central London LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1824,LOCATION1 is closer to town so has quicker and more frequent bus links LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2550,"LOCATION1 is colourful, and I rather liked my time in LOCATION2 which is next to it LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2550,"LOCATION1 is colourful, and I rather liked my time in LOCATION2 which is next to it LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",1428,"LOCATION1 is cool if you fancy people watching in a cafe , bar or restaurant , tho has fewer clubs LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Negative', 'aspect': 'nightlife'}]",1428,"LOCATION1 is cool if you fancy people watching in a cafe , bar or restaurant , tho has fewer clubs LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",668,"LOCATION1 is definitely more upmarket, trendier and more expensive than LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",668,"LOCATION1 is definitely more upmarket, trendier and more expensive than LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1321,LOCATION1 is definitely up and coming LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1788,LOCATION1 is dreadful LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",280,LOCATION1 is dull LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1296,LOCATION1 is dull  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",338,LOCATION1 is easy to access central London via the Underground;  LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",277,"LOCATION1 is fairly affordable , but not the 4-bedroom places LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1112,LOCATION1 is far better LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1793,LOCATION1 is fast to central London as it has a tube station LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",564,LOCATION1 is fine LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1059,LOCATION1 is full of BNP and jobless people LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2289,"LOCATION1 is full of drunks , nutters and weirdos LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",566,LOCATION1 is full of markets and very fun to browse around LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",605,"LOCATION1 is full of small shops , street market stalls and street food outlets LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",605,"LOCATION1 is full of small shops , street market stalls and street food outlets LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1106,LOCATION1 is full of tourists shopping at Harrods and Harvey Nichols LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1106,LOCATION1 is full of tourists shopping at Harrods and Harvey Nichols LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2684,"LOCATION1 is funky , LOCATION2 posh LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2684,"LOCATION1 is funky , LOCATION2 posh LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1330,"LOCATION1 is funky but I agree , it can be scary at night LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1330,"LOCATION1 is funky but I agree , it can be scary at night LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2269,"LOCATION1 is further out , but has much better tube/DLR/rail connections LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",613,LOCATION1 is generally a safe area LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2453,"LOCATION1 is generally cheaper than LOCATION1 and well served by buses, trains and night buses  LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2453,"LOCATION1 is generally cheaper than LOCATION1 and well served by buses, trains and night buses  LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2195,LOCATION1 is good LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",977,"LOCATION1 is good , a bit more space than other expensive areas LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",455,"LOCATION1 is good , its underneath a building and there is a 7 set and lots of hubbas and banks LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",179,LOCATION1 is good for shopping LOCATION1,[{'aspect': 'shopping'}]
